title,box_off_num
용서는 없다,808948.74794515
아빠가 여자를 좋아해,895267.9919749526
하모니,635203.370964394
의형제,1277072.1104572138
평행 이론,1789666.043748768
회오리 바람,8.434657026615772
경계도시 2,2386.3384081873487
이웃집 남자,8.291727192624585
아마존의 눈물 극장판,2504.612023496773
반가운 살인자,26.241888798678293
집 나온 남자들,145250.33681145593
베스트셀러,345572.06326580065
작은 연못,45.545498370056926
경,2262.131393891448
대한민국 1%,400203.44886562723
포화 속으로,1558767.7696256211
나쁜 놈이 더 잘 잔다,2297.6079578049134
맨발의 꿈,1751219.4272382266
요술,139599.49503437753
마법천자문: 대마왕의 부활을 막아라,285210.88272640895
인플루언스,5.765308911514411
미스터 좀비,1938.9940804658697
김복남 살인사건의 전말,9443.968954038177
엄지아빠,44.71561894810003
탈주,9.067025029558472
해결사,734206.7062845014
할,1452.6624337744886
된장,800718.0873769635
조금만 더 가까이,8295.21564517024
우리 만난 적 있나요,11.762975399699602
쩨쩨한 로맨스,860762.6675930033
용서,144459.90704361984
브라보! 재즈 라이프,3937.479856885305
카페 느와르,4156.060653170931
오래된 인력거,2791.412853606054
창피해,1584.725881513198
"양 한 마리, 양 두 마리",1876.727704869164
하얀 정글,3515.6053886260142
다슬이,2017.2213073412736
REC 알이씨,3.9093724619149093
량강도 아이들,17.88159201979036
티끌모아 로맨스,62922.9209060251
더 킥,835523.8000658938
커플즈,217713.65178928865
오늘,251295.364558826
완득이,811680.3928302629
은어,8.743791477636192
고래를 찾는 자전거,11.11126826011688
도가니,160388.84899233468
겨울냄새,364.8420538071195
환타스틱 모던가야그머,1704.5313512364703
블라인드,727444.3415193897
링크,3727.028195928273
퀵,1150832.294815013
모비딕,1742133.873435524
굿바이 보이,27.388131555992864
종로의 기적,5889.041650784723
회초리,537363.4055612016
체포왕,1058633.403759846
세상에서 가장 아름다운 이별,1495351.0366084722
나는 아빠다,456725.18026854837
수상한 고객들,1485544.853456822
수상한 이웃들,4069.672799678683
돌아오는 길,463.6878711535044
우리 이웃의 범죄,3851.045238678513
엄마는 창녀다,5.724730586816883
위험한 상견례,801597.0389639805
간증,7326.030979380593
"사랑한다, 사랑하지 않는다",61078.53272972741
"혜화, 동",7462.172731221113
글러브,729126.8388195796
가문의 귀환,351175.3244399876
잔혹한 앵글의 로망스,159.59818765747804
나의 PS 파트너,1410071.7968829744
롤플레이,396.51276525684915
마티나,409.4545644944277
음치 클리닉,1387027.629855133
남영동1985,145602.16810397082
돈 크라이 마미,63472.05549169853
반드시 크게 들을 것 2 : Wild Days,3143.8392545919214
범죄소년,13427.404358496846
내가 살인범이다,3290594.0443786765
터치,3636.2434833680477
늑대소년,2465613.8468965366
맥코리아,1423.375709668498
용의자X,1963804.2380532683
하나안,1675.3294574300749
투 올드 힙합 키드,6835.743144785631
한경직,1820.1269927440453
미운오리새끼,94925.43422312345
황제펭귄 펭이와 솜이,1582.4913028897781
두 개의 문,3832.2515263066934
I AM,657452.9248201471
후궁 : 제왕의 첩,1247021.6699900636
"안녕, 하세요!",58859.52782615938
천국의 아이들,7.633961424599162
할머니는 일학년,12883.291367240347
두레소리,9.026106133027834
"봄, 눈",125541.56039405195
은교,157650.36992183956
간기남,785896.554581707
시체가 돌아왔다,1152934.8425798372
말하는 건축가,1836.375509694591
밀월도 가는 길,6817.398943123995
파파,581257.2055182146
점박이:한반도의 공룡3D,36718.29896025821
댄싱퀸,2631578.129329051
누구의 딸도 아닌 해원,13745.719882856487
신세계,2258875.365732532
굿바이 홈런,3820.105344304512
불륜의 시대,1402.9145878993954
남쪽으로 튀어,1440423.4315816432
좋은 친구들,1503800.952231289
지슬 - 끝나지 않은 세월 2,2691.0593787814255
누구나 제 명에 죽고 싶다,5515.800003866576
사이코메트리,358042.11619203986
환상속의 그대,5271.17649303193
몽타주,1837114.595637811
"힘내세요, 병헌씨",2392.4197003171234
꼭두각시,98356.05202402199
홀리,740.2515473134468
마이 라띠마,506830.78883418883
더 테러 라이브,658332.5831023871
슈퍼피쉬 - 끝없는 여정,3016.506682479102
콩가네,11.900472908364467
허풍,500.5244941033993
젊은 엄마,374.8852816325407
노라노,9850.067705118116
노브레싱,36205.409508181634
말하는 건축 시티:홀,3896.8381236392383
댄서김의 은밀한 교수법,2.752100631198042
소원,504963.98486269783
고양이 소녀,538.9940962935026
롤플레이 2 : 동침,192.7472220510605
동창생,2465975.633160926
용의자,3567545.9137351615
미녀전쟁,572.2193747627088
캐치미,867731.2181168327
