title,box_off_num
용서는 없다,1329240.8942353246
아빠가 여자를 좋아해,1734144.4612336964
하모니,1036763.3376295937
의형제,2120512.652702945
평행 이론,2164758.471412227
회오리 바람,7.11549440828665
경계도시 2,2660.6236303127207
이웃집 남자,8.733658412621564
아마존의 눈물 극장판,3839.1530809289866
반가운 살인자,29.45101130124381
집 나온 남자들,157984.18624793668
베스트셀러,570173.5206383846
작은 연못,49.15066509181786
경,2411.14729521326
대한민국 1%,456097.96627627854
포화 속으로,1665376.5260769424
나쁜 놈이 더 잘 잔다,1883.7972630308734
맨발의 꿈,2018607.454475271
요술,117238.90247609858
마법천자문: 대마왕의 부활을 막아라,509388.59954773064
인플루언스,4.299065996177441
미스터 좀비,1814.6524436372633
김복남 살인사건의 전말,10660.113352352095
엄지아빠,40.237878085899425
탈주,8.038674707121453
해결사,727711.2951285479
할,1484.9568810117803
된장,888401.1505075285
조금만 더 가까이,8951.755416872293
우리 만난 적 있나요,9.595907102399632
쩨쩨한 로맨스,811065.2801423854
용서,73156.0174619821
브라보! 재즈 라이프,3967.9372199215227
카페 느와르,3349.790572097774
오래된 인력거,2500.901646280239
창피해,1410.2030614288549
"양 한 마리, 양 두 마리",1311.1864471546496
하얀 정글,3771.480181067191
다슬이,1946.2423677130828
REC 알이씨,3.638057189716974
량강도 아이들,10.883972467367627
티끌모아 로맨스,46895.8805805094
더 킥,1115665.4225316627
커플즈,180167.87304146797
오늘,200903.80623223458
완득이,702478.0478036109
은어,6.470868025463094
고래를 찾는 자전거,6.571020213925035
도가니,47157.527590639445
겨울냄새,349.58341961071545
환타스틱 모던가야그머,1595.3206378793852
블라인드,659976.869427715
링크,3050.432099521439
퀵,920154.844344765
모비딕,1428176.7412868482
굿바이 보이,16.715950011465956
종로의 기적,5162.3130414360385
회초리,587767.9187218539
체포왕,1047447.7512919636
세상에서 가장 아름다운 이별,2303493.4634062704
나는 아빠다,569665.3727855507
수상한 고객들,4491386.98071045
수상한 이웃들,4091.477416737779
돌아오는 길,503.63288165013944
우리 이웃의 범죄,3674.5024608317713
엄마는 창녀다,5.598732404232924
위험한 상견례,847148.77441784
간증,10983.678532283804
"사랑한다, 사랑하지 않는다",141838.15924426337
"혜화, 동",7317.677374781265
글러브,1246885.109144329
가문의 귀환,227049.39733259432
잔혹한 앵글의 로망스,171.3406320670329
나의 PS 파트너,735572.0167928629
롤플레이,380.43565341318566
마티나,473.20327020424884
음치 클리닉,1350166.3613444583
남영동1985,123635.2576581307
돈 크라이 마미,57756.4843108307
반드시 크게 들을 것 2 : Wild Days,2882.0016491423976
범죄소년,13269.231089766798
내가 살인범이다,2341898.6717534037
터치,2983.4235436331683
늑대소년,1741529.1610283118
맥코리아,1329.7193105716542
용의자X,1269877.0218803172
하나안,1858.3118927881615
투 올드 힙합 키드,7564.367309974853
한경직,1656.0383062499548
미운오리새끼,60238.18532011538
황제펭귄 펭이와 솜이,1473.913341575647
두 개의 문,3272.7996599515113
I AM,379720.63936072215
후궁 : 제왕의 첩,935297.6808437707
"안녕, 하세요!",88991.26708698187
천국의 아이들,7.411272952396336
할머니는 일학년,12372.835890760993
두레소리,6.95388602357646
"봄, 눈",157872.40734638067
은교,160023.80406407855
간기남,718220.5366492908
시체가 돌아왔다,1492714.2352954315
말하는 건축가,2203.8594096998877
밀월도 가는 길,9506.277629523436
파파,548095.8928900275
점박이:한반도의 공룡3D,69818.24711361836
댄싱퀸,3522925.764629254
누구의 딸도 아닌 해원,32884.28633340119
신세계,2026523.204695793
굿바이 홈런,3287.581925192666
불륜의 시대,1500.026330937283
남쪽으로 튀어,1016029.0807979738
좋은 친구들,1148175.7845341538
지슬 - 끝나지 않은 세월 2,2777.733735152904
누구나 제 명에 죽고 싶다,6660.176343824287
사이코메트리,550512.0452782948
환상속의 그대,4882.223368492461
몽타주,1964382.5005090022
"힘내세요, 병헌씨",2152.088316880723
꼭두각시,79603.67900309505
홀리,620.8554882828224
마이 라띠마,363701.07352136774
더 테러 라이브,536905.0990682662
슈퍼피쉬 - 끝없는 여정,2870.577017277807
콩가네,8.592251722096318
허풍,401.9196996978658
젊은 엄마,452.82463226689464
노라노,11560.213335065582
노브레싱,29620.112069752267
말하는 건축 시티:홀,3174.5302510998754
댄서김의 은밀한 교수법,1.3894269967885795
소원,455518.39835819753
고양이 소녀,484.2627294188075
롤플레이 2 : 동침,229.29121314302407
동창생,1873513.5681125815
용의자,3669326.114031206
미녀전쟁,420.14335314386824
캐치미,554602.3248389957
그 강아지 그 고양이,83666.1974448511
화려한 외출,4.970840950419615
오하이오 삿포로,981.0350297345526
마이 리틀 히어로,1272525.7359597576
박수건달,3995849.415148919
배꼽,15.690802800456874
나가요 미스콜,1811.4355659408952
우아한 거짓말,30941.985228331916
미스터 컴퍼니,3192.9103696696507
우리별 일호와 얼룩소,1773.5271304627458
찌라시: 위험한 소문,1535244.568292289
조선미녀삼총사,1410818.7513788
만찬,4181.4569505433155
한 번도 안 해본 여자,2088.3413674683316
살인자,8.782933216245118
  이것이 우리의 끝이다,7360.692328630069
그댄 나의 뱀파이어,982.6278695487023
황제를 위하여,39.25886334974313
레디액션! 폭력영화,3644.5764388472885
스퀴시랜드,79208.66156136736
우는 남자,1298010.5117639191
하이힐,1903835.1272680182
도희야,23717.071713223722
표적,580396.7373624167
10분,52661.114480325705
메이크 유어 무브,180935.40126888838
카토 프로젝트,520.7263580926245
녀녀녀,581.1585371323588
방황하는 칼날,1371509.7079844666
바리새인,5.8673949793119
욕망의 독: 중독,1237.3374477022392
설계,3010.0397598313057
레쓰링,783.0212696363858
원 컷 - 어느 친절한 살인자의 기록,1363.2975973511884
픽업 아티스트,1014.6667683244227
옹녀뎐,7.756214795103064
왓니껴,1828.1408012778597
족구왕,12305.889810690867
내 연애의 기억,17575.610603901034
바세코의 아이들,2201.6490349511178
명량,6294222.275035566
군도: 민란의 시대,5891882.334542904
산타바바라,11610.242812179227
나는 야한 여자가 좋다,489.57800220900606
숙희,928.0971424610241
더 테너 리리코 스핀토,5973.495708619067
기술자들,1020717.1921603722
신화 라이브 3D 더 레전드 컨티뉴스,1923.6430614871413
악사들,4942.589609058678
울언니,3442.066008228374
정사: 위험한 성적유희,488.05036076253737
레디액션 청춘,453439.16068998334
"제자, 옥한흠",2345.6789605394433
환상,593.8380083703989
위층여자,969.2056518302178
가자! 장미여관으로 3 - 방황,1153.134544826521
나는 야한 여자가 좋다 3,489.57800220900606
스물,1766871.800232635
그라운드의 이방인,3015.114963460989
살인의뢰,225254.73439438595
살인캠프,806.0468452520134
헬머니,1451898.73517523
조류인간,14.872281353713824
최강전사 미니특공대 : 새로운 악당의 습격,32193.04296647446
생각보다 맑은,11.066145191679706
고양이 장례식,3973.8680863123795
설해,68885.52808862964
나의 절친 악당들,1532155.7068417943
연평해전,2822925.4555592737
극비수사,963353.2477691936
성난 화가,2576.2873511093057
은밀한 유혹,1483871.3534633222
혜경궁 홍씨,964.8340807236729
무뢰한,880005.9342169609
간신,2041552.2137451814
연애의 맛,31.750338904950432
잡식가족의 딜레마,9578.603935052875
플랑크 상수,362.65917240175565
장수상회,1106962.7596150495
파울볼,36300.9663763754
춘희막이,30751.944146961527
덫: 치명적인 유혹,1058.016596233863
션샤인 러브,27419.639600188522
사도,2461472.4705494945
돼지 같은 여자,85108.99498176506
사랑이 이긴다,43482.68661782379
슈퍼레이서 엔지,6048.070911964094
제 7기사단,17.852247567166224
고백,8.595025994299878
미쓰 와이프,767236.1966700389
위로공단,8086.248152350917
베테랑,3523236.836983472
악인은 살아 있다,11482.526893745511
쓰리 썸머 나잇,410365.62279670546
마돈나,136274.32485413924
"나의 아들, 나의 어머니",1615.3426145797375
슬픈남자,5.010369203437097
타이밍,11452.120768516366
타투,11.198254913271352
어떤이의 꿈,210.9977802314151
해에게서 소년에게,10713.309214328883
울보 권투부,3198.078113848453
어떤살인,31.2119564280126
말하지 못한 비밀,1561.4829317740212
조선안방 스캔들-칠거지악 2,619.426254492991
