title,box_off_num
용서는 없다,650708.4893951011
아빠가 여자를 좋아해,833150.1454372165
하모니,476488.87664661324
의형제,1501915.8328189533
평행 이론,1301450.9977259068
회오리 바람,75.49071585565575
경계도시 2,2231.8296127643302
이웃집 남자,28.359443321886847
아마존의 눈물 극장판,2184.2985015631075
반가운 살인자,158.6414039665627
집 나온 남자들,140937.85544588594
베스트셀러,382447.6260690183
작은 연못,327.5725708616603
경,1759.6681385143631
대한민국 1%,444792.7016997666
포화 속으로,1932522.601411569
나쁜 놈이 더 잘 잔다,3352.6100822359736
맨발의 꿈,1333713.3784369614
요술,138096.7350179206
마법천자문: 대마왕의 부활을 막아라,217479.82247182404
인플루언스,27.90250918341303
미스터 좀비,1731.4901780154887
김복남 살인사건의 전말,8704.23412955383
엄지아빠,98.5405056873355
탈주,39.46403042212487
해결사,877275.8727514598
할,1281.4985296110103
된장,841745.4548807145
조금만 더 가까이,7723.814735737076
우리 만난 적 있나요,48.49045499160715
쩨쩨한 로맨스,764048.4276958224
용서,172124.07221151222
브라보! 재즈 라이프,3205.139565028132
카페 느와르,4989.21578461831
오래된 인력거,3240.2141138776133
창피해,1642.4987588559195
"양 한 마리, 양 두 마리",1577.3846450820267
하얀 정글,2380.5899399772693
다슬이,2517.6713068296413
REC 알이씨,17.85831785179513
량강도 아이들,67.84155363914117
티끌모아 로맨스,58313.089772372856
더 킥,677954.0389650979
커플즈,188306.37283591685
오늘,334627.77608527703
완득이,853049.2497304225
은어,34.63635955515039
고래를 찾는 자전거,54.93757586196461
도가니,227810.37347635406
겨울냄새,278.10279632599855
환타스틱 모던가야그머,1185.508045146876
블라인드,1168146.6523190245
링크,4197.305868676589
퀵,1186734.7697596399
모비딕,1418958.7450665634
굿바이 보이,145.44732207868967
종로의 기적,5626.134808457256
회초리,673687.0301941602
체포왕,999308.4817837026
세상에서 가장 아름다운 이별,1425415.6601410725
나는 아빠다,465782.50303233485
수상한 고객들,1541353.92173954
수상한 이웃들,4203.01680322266
돌아오는 길,366.6385955769147
우리 이웃의 범죄,5574.365227970258
엄마는 창녀다,32.01694625953841
위험한 상견례,584418.0349351813
간증,3755.8783849269803
"사랑한다, 사랑하지 않는다",83775.5838120459
"혜화, 동",8145.43318388038
글러브,755548.5921929617
가문의 귀환,361829.3554824672
잔혹한 앵글의 로망스,119.13088077309794
나의 PS 파트너,1510532.6244802496
롤플레이,401.9669794416214
마티나,433.5861534284454
음치 클리닉,1468207.070533776
남영동1985,162789.32650794578
돈 크라이 마미,96567.78642048298
반드시 크게 들을 것 2 : Wild Days,2602.8432040771618
범죄소년,13441.896361779543
내가 살인범이다,3715531.822559193
터치,3275.421290039205
늑대소년,3230223.836733511
맥코리아,1042.9137011110402
용의자X,2290575.3820686606
하나안,1517.576949372169
투 올드 힙합 키드,7332.589683444006
한경직,1651.460986818385
미운오리새끼,118452.52624842765
황제펭귄 펭이와 솜이,908.8385593250846
두 개의 문,2764.3149904456254
I AM,597899.925108579
후궁 : 제왕의 첩,1465407.3113304665
"안녕, 하세요!",69228.70298437495
천국의 아이들,35.89740851161862
할머니는 일학년,15692.839585518997
두레소리,33.91294454797865
"봄, 눈",245832.97513219155
은교,187580.86661251646
간기남,713265.082409245
시체가 돌아왔다,1360510.0170436588
말하는 건축가,3117.756977668603
밀월도 가는 길,2694.9316187237373
파파,857250.7977180403
점박이:한반도의 공룡3D,33694.948826264364
댄싱퀸,2749695.934989693
누구의 딸도 아닌 해원,11680.61840828667
신세계,2971945.043436589
굿바이 홈런,4290.843750306676
불륜의 시대,1652.545052699618
남쪽으로 튀어,1420685.107336878
좋은 친구들,1696268.9445259674
지슬 - 끝나지 않은 세월 2,2520.2388763524123
누구나 제 명에 죽고 싶다,6527.214772759796
사이코메트리,588504.1389265407
환상속의 그대,7300.183269879589
몽타주,2272560.037390221
"힘내세요, 병헌씨",2402.9144941834825
꼭두각시,104549.1503776165
홀리,903.6263479032572
마이 라띠마,554453.685613122
더 테러 라이브,784978.8288099105
슈퍼피쉬 - 끝없는 여정,1291.3723157852846
콩가네,52.70281420550909
허풍,543.8700289325589
젊은 엄마,545.6310691675193
노라노,18279.170494140784
노브레싱,53225.55961489905
말하는 건축 시티:홀,3250.933994957657
댄서김의 은밀한 교수법,16.501465440620496
소원,596330.3895616399
고양이 소녀,510.0996976318031
롤플레이 2 : 동침,180.0178816383824
동창생,1902176.716743646
용의자,5029911.538206068
미녀전쟁,555.6065215793516
캐치미,1066744.8005334383
그 강아지 그 고양이,226068.7476335636
화려한 외출,33.54993727714601
오하이오 삿포로,1033.4126076576467
마이 리틀 히어로,1771702.8387696482
박수건달,5653999.9938404
배꼽,133.83033326200666
나가요 미스콜,1505.7869842064392
우아한 거짓말,48731.41381908249
미스터 컴퍼니,4284.467861787525
우리별 일호와 얼룩소,1654.892119932646
찌라시: 위험한 소문,1610544.239694502
조선미녀삼총사,1600665.1780005319
만찬,4670.967254399264
한 번도 안 해본 여자,1892.4019074505147
살인자,33.116524075004904
  이것이 우리의 끝이다,6800.698925481021
그댄 나의 뱀파이어,1111.7458010392722
황제를 위하여,257.18947876286103
레디액션! 폭력영화,3274.0627571968876
스퀴시랜드,93642.91712876107
우는 남자,2157223.25796972
하이힐,1803080.7115573091
도희야,25010.565813749665
표적,561129.2116706055
10분,34271.52445137711
메이크 유어 무브,157040.10971001818
카토 프로젝트,447.23897425163636
녀녀녀,538.6092413616074
방황하는 칼날,978258.2279001417
바리새인,25.284406299538677
욕망의 독: 중독,1227.6617181760605
설계,3544.3932286852632
레쓰링,1177.5778954968268
원 컷 - 어느 친절한 살인자의 기록,1511.5369225066509
픽업 아티스트,742.4759916749789
옹녀뎐,24.54523934543427
왓니껴,1679.8346023541992
족구왕,13443.267045672654
내 연애의 기억,22308.22518559336
바세코의 아이들,1420.8478375829434
명량,8705250.566087285
군도: 민란의 시대,8193965.892414942
산타바바라,13114.804566846293
나는 야한 여자가 좋다,431.11478121972465
숙희,931.8985868175829
더 테너 리리코 스핀토,7980.442971546062
기술자들,909009.9573379854
신화 라이브 3D 더 레전드 컨티뉴스,2302.999843619115
악사들,4940.404564107031
울언니,3401.6149759838077
정사: 위험한 성적유희,508.24663198324197
레디액션 청춘,501420.95970067126
"제자, 옥한흠",2332.901991715828
환상,593.2646626963509
위층여자,1150.2240805086246
가자! 장미여관으로 3 - 방황,1412.7140333745767
나는 야한 여자가 좋다 3,431.11478121972465
스물,1475627.6838927406
그라운드의 이방인,3993.8626557050497
살인의뢰,277524.2221347818
살인캠프,637.7484840087144
헬머니,917755.9537085528
조류인간,217.46831917978866
최강전사 미니특공대 : 새로운 악당의 습격,15158.44488193914
생각보다 맑은,35.82679881850704
고양이 장례식,5790.412089898981
설해,31696.58028413504
나의 절친 악당들,1393325.525142706
연평해전,1999458.2290477809
극비수사,979379.190955679
성난 화가,1595.1320396373621
은밀한 유혹,1733675.4328219965
혜경궁 홍씨,1448.7893224174093
무뢰한,828239.4127048627
간신,1187427.940173151
연애의 맛,165.92770682509504
잡식가족의 딜레마,8154.320704534494
플랑크 상수,298.9411064110322
장수상회,814209.0752621485
파울볼,36138.790640260464
춘희막이,36704.28932332335
덫: 치명적인 유혹,856.6489756408952
션샤인 러브,38153.40775858794
사도,2479006.183586625
돼지 같은 여자,127690.36955985818
사랑이 이긴다,35601.05683311981
슈퍼레이서 엔지,16930.720296299016
제 7기사단,68.03876970035573
고백,52.45458568476193
미쓰 와이프,618003.7451740995
위로공단,8223.163554984598
베테랑,4372396.286003074
악인은 살아 있다,8178.947577535019
쓰리 썸머 나잇,367727.7569197901
마돈나,91697.49859851434
"나의 아들, 나의 어머니",1051.4013927754602
슬픈남자,38.14562156161811
타이밍,8691.741586678332
타투,65.65735828658036
어떤이의 꿈,154.01685748406592
해에게서 소년에게,12475.60102896152
울보 권투부,4541.747781847499
어떤살인,111.22736106248233
말하지 못한 비밀,1480.625590952943
조선안방 스캔들-칠거지악 2,490.04502801934615
